-0.532043,0.000000
0.000000,0.000000
0.532043,0.000000
0.900970,0.000000
0.993713,0.000000
0.781830,0.000000
0.330292,0.000000
-0.222534,0.000000
-0.707092,0.000000
-0.974915,0.000000
-0.943878,0.000000
-0.623505,0.000000
-0.111969,0.000000
0.433899,0.000000
0.846710,0.000000
0.999969,0.000000
0.846710,0.000000
0.433899,0.000000
-0.111969,0.000000
-0.623505,0.000000
-0.943878,0.000000
-0.974915,0.000000
-0.707092,0.000000
-0.222534,0.000000
0.330292,0.000000
0.781830,0.000000
0.993713,0.000000
0.900970,0.000000
0.532043,0.000000
0.000000,0.000000
-0.532043,0.000000
-0.900970,0.000000
-0.993713,0.000000
-0.781830,0.000000
-0.330292,0.000000
0.222534,0.000000
0.707092,0.000000
0.974915,0.000000
0.943878,0.000000
0.623505,0.000000
0.111969,0.000000
-0.433899,0.000000
-0.846710,0.000000
-1.000000,0.000000
-0.846710,0.000000
-0.433899,0.000000
0.111969,0.000000
0.623505,0.000000
0.943878,0.000000
0.974915,0.000000
0.707092,0.000000
0.222534,0.000000
-0.330292,0.000000
-0.781830,0.000000
-0.993713,0.000000
-0.900970,0.000000
-0.532043,0.000000
0.000000,0.000000
0.532043,0.000000
0.900970,0.000000
0.993713,0.000000
0.781830,0.000000
0.330292,0.000000
-0.222534,0.000000
-0.707092,0.000000
-0.974915,0.000000
-0.943878,0.000000
-0.623505,0.000000
-0.111969,0.000000
0.433899,0.000000
0.846710,0.000000
0.999969,0.000000
0.846710,0.000000
0.433899,0.000000
-0.111969,0.000000
-0.623505,0.000000
-0.943878,0.000000
-0.974915,0.000000
-0.707092,0.000000
-0.222534,0.000000
0.330292,0.000000
0.781830,0.000000
0.993713,0.000000
0.900970,0.000000
0.532043,0.000000
0.000000,0.000000
-0.532043,0.000000
-0.900970,0.000000
-0.993713,0.000000
-0.781830,0.000000
-0.330292,0.000000
0.222534,0.000000
0.707092,0.000000
0.974915,0.000000
0.943878,0.000000
0.623505,0.000000
0.111969,0.000000
-0.433899,0.000000
-0.846710,0.000000
-1.000000,0.000000
-0.846710,0.000000
-0.433899,0.000000
0.111969,0.000000
0.623505,0.000000
0.943878,0.000000
0.974915,0.000000
0.707092,0.000000
0.222534,0.000000
-0.330292,0.000000
-0.781830,0.000000
-0.993713,0.000000
-0.900970,0.000000
-0.532043,0.000000
0.000000,0.000000
0.532043,0.000000
0.900970,0.000000
0.993713,0.000000
0.781830,0.000000
0.330292,0.000000
-0.222534,0.000000
-0.707092,0.000000
-0.974915,0.000000
-0.943878,0.000000
-0.623505,0.000000
-0.111969,0.000000
0.433899,0.000000
0.846710,0.000000
0.999969,0.000000
0.846710,0.000000
0.433899,0.000000
-0.111969,0.000000
-0.623505,0.000000
-0.943878,0.000000
-0.974915,0.000000
-0.707092,0.000000
-0.222534,0.000000
0.330292,0.000000
0.781830,0.000000
0.993713,0.000000
0.900970,0.000000
0.532043,0.000000
0.000000,0.000000
-0.532043,0.000000
-0.900970,0.000000
-0.993713,0.000000
-0.781830,0.000000
-0.330292,0.000000
0.222534,0.000000
0.707092,0.000000
0.974915,0.000000
0.943878,0.000000
0.623505,0.000000
0.111969,0.000000
-0.433899,0.000000
-0.846710,0.000000
-1.000000,0.000000
-0.846710,0.000000
-0.433899,0.000000
0.111969,0.000000
0.623505,0.000000
0.943878,0.000000
0.974915,0.000000
0.707092,0.000000
0.222534,0.000000
-0.330292,0.000000
-0.781830,0.000000
-0.993713,0.000000
-0.900970,0.000000
-0.532043,0.000000
0.000000,0.000000
0.532043,0.000000
0.900970,0.000000
0.993713,0.000000
0.781830,0.000000
0.330292,0.000000
-0.222534,0.000000
-0.707092,0.000000
-0.974915,0.000000
-0.943878,0.000000
-0.623505,0.000000
-0.111969,0.000000
0.433899,0.000000
0.846710,0.000000
0.999969,0.000000
0.846710,0.000000
0.433899,0.000000
-0.111969,0.000000
-0.623505,0.000000
-0.943878,0.000000
-0.974915,0.000000
-0.707092,0.000000
-0.222534,0.000000
0.330292,0.000000
0.781830,0.000000
0.993713,0.000000
0.900970,0.000000
0.532043,0.000000
0.000000,0.000000
-0.532043,0.000000
-0.900970,0.000000
-0.993713,0.000000
-0.781830,0.000000
-0.330292,0.000000
0.222534,0.000000
0.707092,0.000000
0.974915,0.000000
0.943878,0.000000
0.623505,0.000000
0.111969,0.000000
-0.433899,0.000000
-0.846710,0.000000
-1.000000,0.000000
-0.846710,0.000000
-0.433899,0.000000
0.111969,0.000000
0.623505,0.000000
0.943878,0.000000
0.974915,0.000000
0.707092,0.000000
0.222534,0.000000
-0.330292,0.000000
-0.781830,0.000000
-0.993713,0.000000
-0.900970,0.000000
-0.532043,0.000000
0.000000,0.000000
0.532043,0.000000
0.900970,0.000000
0.993713,0.000000
0.781830,0.000000
0.330292,0.000000
-0.222534,0.000000
-0.707092,0.000000
-0.974915,0.000000
-0.943878,0.000000
-0.623505,0.000000
-0.111969,0.000000
0.433899,0.000000
0.846710,0.000000
0.999969,0.000000
0.846710,0.000000
0.433899,0.000000
-0.111969,0.000000
-0.623505,0.000000
-0.943878,0.000000
-0.974915,0.000000
-0.707092,0.000000
-0.222534,0.000000
0.330292,0.000000
0.781830,0.000000
0.993713,0.000000
0.900970,0.000000
0.532043,0.000000
0.000000,0.000000
-0.532043,0.000000
-0.900970,0.000000
-0.993713,0.000000
-0.781830,0.000000
-0.330292,0.000000
0.222534,0.000000
0.707092,0.000000
0.974915,0.000000
0.943878,0.000000
0.623505,0.000000
0.111969,0.000000
-0.433899,0.000000
-0.846710,0.000000
-1.000000,0.000000
-0.846710,0.000000
-0.433899,0.000000
0.111969,0.000000
0.623505,0.000000
0.943878,0.000000
0.974915,0.000000
0.707092,0.000000
0.222534,0.000000
-0.330292,0.000000
-0.781830,0.000000
-0.993713,0.000000
-0.900970,0.000000
-0.532043,0.000000
0.000000,0.000000
0.532043,0.000000
0.900970,0.000000
0.993713,0.000000
0.781830,0.000000
0.330292,0.000000
-0.222534,0.000000
-0.707092,0.000000
-0.974915,0.000000
-0.943878,0.000000
-0.623505,0.000000
-0.111969,0.000000
0.433899,0.000000
0.846710,0.000000
0.999969,0.000000
0.846710,0.000000
0.433899,0.000000
-0.111969,0.000000
-0.623505,0.000000
-0.943878,0.000000
-0.974915,0.000000
-0.707092,0.000000
-0.222534,0.000000
0.330292,0.000000
0.781830,0.000000
0.993713,0.000000
0.900970,0.000000
0.532043,0.000000
0.000000,0.000000
-0.532043,0.000000
-0.900970,0.000000
-0.993713,0.000000
-0.781830,0.000000
-0.330292,0.000000
0.222534,0.000000
0.707092,0.000000
0.974915,0.000000
0.943878,0.000000
0.623505,0.000000
0.111969,0.000000
-0.433899,0.000000
-0.846710,0.000000
-1.000000,0.000000
-0.846710,0.000000
-0.433899,0.000000
0.111969,0.000000
0.623505,0.000000
0.943878,0.000000
0.974915,0.000000
0.707092,0.000000
0.222534,0.000000
-0.330292,0.000000
-0.781830,0.000000
-0.993713,0.000000
-0.900970,0.000000
-0.532043,0.000000
0.000000,0.000000
0.532043,0.000000
0.900970,0.000000
0.993713,0.000000
0.781830,0.000000
0.330292,0.000000
-0.222534,0.000000
-0.707092,0.000000
-0.974915,0.000000
-0.943878,0.000000
-0.623505,0.000000
-0.111969,0.000000
0.433899,0.000000
0.846710,0.000000
0.999969,0.000000
0.846710,0.000000
0.433899,0.000000
-0.111969,0.000000
-0.623505,0.000000
-0.943878,0.000000
-0.974915,0.000000
-0.707092,0.000000
-0.222534,0.000000
0.330292,0.000000
0.781830,0.000000
0.993713,0.000000
0.900970,0.000000
0.532043,0.000000
0.000000,0.000000
-0.532043,0.000000
-0.900970,0.000000
-0.993713,0.000000
-0.781830,0.000000
-0.330292,0.000000
0.222534,0.000000
0.707092,0.000000
0.974915,0.000000
0.943878,0.000000
0.623505,0.000000
0.111969,0.000000
-0.433899,0.000000
-0.846710,0.000000
-1.000000,0.000000
-0.846710,0.000000
-0.433899,0.000000
0.111969,0.000000
0.623505,0.000000
0.943878,0.000000
0.974915,0.000000
0.707092,0.000000
0.222534,0.000000
-0.330292,0.000000
-0.781830,0.000000
-0.993713,0.000000
-0.900970,0.000000
-0.532043,0.000000
0.000000,0.000000
0.532043,0.000000
0.900970,0.000000
0.993713,0.000000
0.781830,0.000000
0.330292,0.000000
-0.222534,0.000000
-0.707092,0.000000
-0.974915,0.000000
-0.943878,0.000000
-0.623505,0.000000
-0.111969,0.000000
0.433899,0.000000
0.846710,0.000000
0.999969,0.000000
0.846710,0.000000
0.433899,0.000000
-0.111969,0.000000
-0.623505,0.000000
-0.943878,0.000000
-0.974915,0.000000
-0.707092,0.000000
-0.222534,0.000000
0.330292,0.000000
0.781830,0.000000
0.993713,0.000000
0.900970,0.000000
0.532043,0.000000
0.000000,0.000000
-0.532043,0.000000
-0.900970,0.000000
-0.993713,0.000000
-0.781830,0.000000
-0.330292,0.000000
0.222534,0.000000
0.707092,0.000000
0.974915,0.000000
0.943878,0.000000
0.623505,0.000000
0.111969,0.000000
-0.433899,0.000000
-0.846710,0.000000
-1.000000,0.000000
-0.846710,0.000000
-0.433899,0.000000
0.111969,0.000000
0.623505,0.000000
0.943878,0.000000
0.974915,0.000000
0.707092,0.000000
0.222534,0.000000
-0.330292,0.000000
-0.781830,0.000000
-0.993713,0.000000
-0.900970,0.000000
-0.532043,0.000000
0.000000,0.000000
0.532043,0.000000
0.900970,0.000000
0.993713,0.000000
0.781830,0.000000
0.330292,0.000000
-0.222534,0.000000
-0.707092,0.000000
-0.974915,0.000000
-0.943878,0.000000
-0.623505,0.000000
-0.111969,0.000000
0.433899,0.000000
0.846710,0.000000
0.999969,0.000000
0.846710,0.000000
0.433899,0.000000
-0.111969,0.000000
-0.623505,0.000000
-0.943878,0.000000
-0.974915,0.000000
-0.707092,0.000000
-0.222534,0.000000
0.330292,0.000000
0.781830,0.000000
0.993713,0.000000
0.900970,0.000000
0.532043,0.000000
0.000000,0.000000
-0.532043,0.000000
-0.900970,0.000000
-0.993713,0.000000
-0.781830,0.000000
-0.330292,0.000000
0.222534,0.000000
0.707092,0.000000
0.974915,0.000000
0.943878,0.000000
0.623505,0.000000
0.111969,0.000000
-0.433899,0.000000
-0.846710,0.000000
-1.000000,0.000000
-0.846710,0.000000
-0.433899,0.000000
0.111969,0.000000
0.623505,0.000000
0.943878,0.000000
0.974915,0.000000
0.707092,0.000000
0.222534,0.000000
-0.330292,0.000000
-0.781830,0.000000
-0.993713,0.000000
-0.900970,0.000000
-0.532043,0.000000
0.000000,0.000000
0.532043,0.000000
0.900970,0.000000
0.993713,0.000000
0.781830,0.000000
0.330292,0.000000
-0.222534,0.000000
-0.707092,0.000000
-0.974915,0.000000
-0.943878,0.000000
-0.623505,0.000000
-0.111969,0.000000
0.433899,0.000000
0.846710,0.000000
0.999969,0.000000
0.846710,0.000000
0.433899,0.000000
-0.111969,0.000000
-0.623505,0.000000
-0.943878,0.000000
-0.974915,0.000000
-0.707092,0.000000
-0.222534,0.000000
0.330292,0.000000
0.781830,0.000000
0.993713,0.000000
0.900970,0.000000
0.532043,0.000000
0.000000,0.000000
-0.532043,0.000000
-0.900970,0.000000
-0.993713,0.000000
-0.781830,0.000000
-0.330292,0.000000
0.222534,0.000000
0.707092,0.000000
0.974915,0.000000
0.943878,0.000000
0.623505,0.000000
0.111969,0.000000
-0.433899,0.000000
-0.846710,0.000000
-1.000000,0.000000
-0.846710,0.000000
-0.433899,0.000000
0.111969,0.000000
0.623505,0.000000
0.943878,0.000000
0.974915,0.000000
0.707092,0.000000
0.222534,0.000000
-0.330292,0.000000
-0.781830,0.000000
-0.993713,0.000000
-0.900970,0.000000
-0.532043,0.000000
0.000000,0.000000
0.532043,0.000000
0.900970,0.000000
0.993713,0.000000
0.781830,0.000000
0.330292,0.000000
-0.222534,0.000000
-0.707092,0.000000
-0.974915,0.000000
-0.943878,0.000000
-0.623505,0.000000
-0.111969,0.000000
0.433899,0.000000
0.846710,0.000000
0.999969,0.000000
0.846710,0.000000
0.433899,0.000000
-0.111969,0.000000
-0.623505,0.000000
-0.943878,0.000000
-0.974915,0.000000
-0.707092,0.000000
-0.222534,0.000000
0.330292,0.000000
0.781830,0.000000
0.993713,0.000000
0.900970,0.000000
0.532043,0.000000
0.000000,0.000000
-0.532043,0.000000
-0.900970,0.000000
-0.993713,0.000000
-0.781830,0.000000
-0.330292,0.000000
0.222534,0.000000
0.707092,0.000000
0.974915,0.000000
0.943878,0.000000
0.623505,0.000000
0.111969,0.000000
-0.433899,0.000000
-0.846710,0.000000
-1.000000,0.000000
-0.846710,0.000000
-0.433899,0.000000
0.111969,0.000000
0.623505,0.000000
0.943878,0.000000
0.974915,0.000000
0.707092,0.000000
0.222534,0.000000
-0.330292,0.000000
-0.781830,0.000000
-0.993713,0.000000
-0.900970,0.000000
-0.532043,0.000000
0.000000,0.000000
0.532043,0.000000
0.900970,0.000000
0.993713,0.000000
0.781830,0.000000
0.330292,0.000000
-0.222534,0.000000
-0.707092,0.000000
-0.974915,0.000000
-0.943878,0.000000
-0.623505,0.000000
-0.111969,0.000000
0.433899,0.000000
0.846710,0.000000
0.999969,0.000000
0.846710,0.000000
0.433899,0.000000
-0.111969,0.000000
-0.623505,0.000000
-0.943878,0.000000
-0.974915,0.000000
-0.707092,0.000000
-0.222534,0.000000
0.330292,0.000000
0.781830,0.000000
0.993713,0.000000
0.900970,0.000000
0.532043,0.000000
0.000000,0.000000
-0.532043,0.000000
-0.900970,0.000000
-0.993713,0.000000
-0.781830,0.000000
-0.330292,0.000000
0.222534,0.000000
0.707092,0.000000
0.974915,0.000000
0.943878,0.000000
0.623505,0.000000
0.111969,0.000000
-0.433899,0.000000
-0.846710,0.000000
-1.000000,0.000000
-0.846710,0.000000
-0.433899,0.000000
0.111969,0.000000
0.623505,0.000000
0.943878,0.000000
0.974915,0.000000
0.707092,0.000000
0.222534,0.000000
-0.330292,0.000000
-0.781830,0.000000
-0.993713,0.000000
-0.900970,0.000000
-0.532043,0.000000
0.000000,0.000000
0.532043,0.000000
0.900970,0.000000
0.993713,0.000000
0.781830,0.000000
0.330292,0.000000
-0.222534,0.000000
-0.707092,0.000000
-0.974915,0.000000
-0.943878,0.000000
-0.623505,0.000000
-0.111969,0.000000
0.433899,0.000000
0.846710,0.000000
0.999969,0.000000
0.846710,0.000000
0.433899,0.000000
-0.111969,0.000000
-0.623505,0.000000
-0.943878,0.000000
-0.974915,0.000000
-0.707092,0.000000
-0.222534,0.000000
0.330292,0.000000
0.781830,0.000000
0.993713,0.000000
0.900970,0.000000
0.532043,0.000000
0.000000,0.000000
-0.532043,0.000000
-0.900970,0.000000
-0.993713,0.000000
-0.781830,0.000000
-0.330292,0.000000
0.222534,0.000000
0.707092,0.000000
0.974915,0.000000
0.943878,0.000000
0.623505,0.000000
0.111969,0.000000
-0.433899,0.000000
-0.846710,0.000000
-1.000000,0.000000
-0.846710,0.000000
-0.433899,0.000000
0.111969,0.000000
0.623505,0.000000
0.943878,0.000000
0.974915,0.000000
0.707092,0.000000
0.222534,0.000000
-0.330292,0.000000
-0.781830,0.000000
-0.993713,0.000000
-0.900970,0.000000
-0.532043,0.000000
0.000000,0.000000
0.532043,0.000000
0.900970,0.000000
0.993713,0.000000
0.781830,0.000000
0.330292,0.000000
-0.222534,0.000000
-0.707092,0.000000
-0.974915,0.000000
-0.943878,0.000000
-0.623505,0.000000
-0.111969,0.000000
0.433899,0.000000
0.846710,0.000000
0.999969,0.000000
0.846710,0.000000
0.433899,0.000000
-0.111969,0.000000
-0.623505,0.000000
-0.943878,0.000000
-0.974915,0.000000
-0.707092,0.000000
-0.222534,0.000000
0.330292,0.000000
0.781830,0.000000
0.993713,0.000000
0.900970,0.000000
0.532043,0.000000
0.000000,0.000000
-0.532043,0.000000
-0.900970,0.000000
-0.993713,0.000000
-0.781830,0.000000
-0.330292,0.000000
0.222534,0.000000
0.707092,0.000000
0.974915,0.000000
0.943878,0.000000
0.623505,0.000000
0.111969,0.000000
-0.433899,0.000000
-0.846710,0.000000
-1.000000,0.000000
-0.846710,0.000000
-0.433899,0.000000
0.111969,0.000000
0.623505,0.000000
0.943878,0.000000
0.974915,0.000000
0.707092,0.000000
0.222534,0.000000
-0.330292,0.000000
-0.781830,0.000000
-0.993713,0.000000
-0.900970,0.000000
-0.532043,0.000000
0.000000,0.000000
0.532043,0.000000
0.900970,0.000000
0.993713,0.000000
0.781830,0.000000
0.330292,0.000000
-0.222534,0.000000
-0.707092,0.000000
-0.974915,0.000000
-0.943878,0.000000
-0.623505,0.000000
-0.111969,0.000000
0.433899,0.000000
0.846710,0.000000
0.999969,0.000000
0.846710,0.000000
0.433899,0.000000
-0.111969,0.000000
-0.623505,0.000000
-0.943878,0.000000
-0.974915,0.000000
-0.707092,0.000000
-0.222534,0.000000
0.330292,0.000000
0.781830,0.000000
0.993713,0.000000
0.900970,0.000000
0.532043,0.000000
0.000000,0.000000
-0.532043,0.000000
-0.900970,0.000000
-0.993713,0.000000
-0.781830,0.000000
-0.330292,0.000000
0.222534,0.000000
0.707092,0.000000
0.974915,0.000000
0.943878,0.000000
0.623505,0.000000
0.111969,0.000000
-0.433899,0.000000
-0.846710,0.000000
-1.000000,0.000000
-0.846710,0.000000
-0.433899,0.000000
0.111969,0.000000
0.623505,0.000000
0.943878,0.000000
0.974915,0.000000
0.707092,0.000000
0.222534,0.000000
-0.330292,0.000000
-0.781830,0.000000
-0.993713,0.000000
-0.900970,0.000000
-0.532043,0.000000
0.000000,0.000000
0.532043,0.000000
0.900970,0.000000
0.993713,0.000000
0.781830,0.000000
0.330292,0.000000
-0.222534,0.000000
-0.707092,0.000000
-0.974915,0.000000
-0.943878,0.000000
-0.623505,0.000000
-0.111969,0.000000
0.433899,0.000000
0.846710,0.000000
0.999969,0.000000
0.846710,0.000000
0.433899,0.000000
-0.111969,0.000000
-0.623505,0.000000
-0.943878,0.000000
-0.974915,0.000000
-0.707092,0.000000
-0.222534,0.000000
0.330292,0.000000
0.781830,0.000000
0.993713,0.000000
0.900970,0.000000
0.532043,0.000000
0.000000,0.000000
-0.532043,0.000000
-0.900970,0.000000
-0.993713,0.000000
-0.781830,0.000000
-0.330292,0.000000
0.222534,0.000000
0.707092,0.000000
0.974915,0.000000
0.943878,0.000000
0.623505,0.000000
0.111969,0.000000
-0.433899,0.000000
-0.846710,0.000000
-1.000000,0.000000
-0.846710,0.000000
-0.433899,0.000000
0.111969,0.000000
0.623505,0.000000
0.943878,0.000000
0.974915,0.000000
0.707092,0.000000
0.222534,0.000000
-0.330292,0.000000
-0.781830,0.000000
-0.993713,0.000000
-0.900970,0.000000
-0.532043,0.000000
0.000000,0.000000
0.532043,0.000000
0.900970,0.000000
0.993713,0.000000
0.781830,0.000000
0.330292,0.000000
-0.222534,0.000000
-0.707092,0.000000
-0.974915,0.000000
-0.943878,0.000000
-0.623505,0.000000
-0.111969,0.000000
0.433899,0.000000
0.846710,0.000000
0.999969,0.000000
0.846710,0.000000
0.433899,0.000000
-0.111969,0.000000
-0.623505,0.000000
-0.943878,0.000000
-0.974915,0.000000
-0.707092,0.000000
-0.222534,0.000000
0.330292,0.000000
0.781830,0.000000
0.993713,0.000000
0.900970,0.000000
0.532043,0.000000
0.000000,0.000000
-0.532043,0.000000
-0.900970,0.000000
-0.993713,0.000000
-0.781830,0.000000
-0.330292,0.000000
0.222534,0.000000
0.707092,0.000000
0.974915,0.000000
0.943878,0.000000
0.623505,0.000000
0.111969,0.000000
-0.433899,0.000000
-0.846710,0.000000
-1.000000,0.000000
-0.846710,0.000000
-0.433899,0.000000
0.111969,0.000000
0.623505,0.000000
0.943878,0.000000
0.974915,0.000000
0.707092,0.000000
0.222534,0.000000
-0.330292,0.000000
-0.781830,0.000000
-0.993713,0.000000
-0.900970,0.000000
-0.532043,0.000000
0.000000,0.000000
0.532043,0.000000
0.900970,0.000000
0.993713,0.000000
0.781830,0.000000
0.330292,0.000000
-0.222534,0.000000
-0.707092,0.000000
-0.974915,0.000000
-0.943878,0.000000
-0.623505,0.000000
-0.111969,0.000000
0.433899,0.000000
0.846710,0.000000
0.999969,0.000000
0.846710,0.000000
0.433899,0.000000
-0.111969,0.000000
-0.623505,0.000000
-0.943878,0.000000
-0.974915,0.000000
-0.707092,0.000000
-0.222534,0.000000
0.330292,0.000000
0.781830,0.000000
0.993713,0.000000
0.900970,0.000000
0.532043,0.000000
0.000000,0.000000
-0.532043,0.000000
-0.900970,0.000000
-0.993713,0.000000
-0.781830,0.000000
-0.330292,0.000000
0.222534,0.000000
0.707092,0.000000
0.974915,0.000000
0.943878,0.000000
0.623505,0.000000
0.111969,0.000000
-0.433899,0.000000
-0.846710,0.000000
-1.000000,0.000000
-0.846710,0.000000
-0.433899,0.000000
0.111969,0.000000
0.623505,0.000000
0.943878,0.000000
0.974915,0.000000
0.707092,0.000000
0.222534,0.000000
-0.330292,0.000000
-0.781830,0.000000
-0.993713,0.000000
-0.900970,0.000000
-0.532043,0.000000
0.000000,0.000000
0.532043,0.000000
0.900970,0.000000
0.993713,0.000000
0.781830,0.000000
0.330292,0.000000
-0.222534,0.000000
-0.707092,0.000000
-0.974915,0.000000
-0.943878,0.000000
-0.623505,0.000000
-0.111969,0.000000
0.433899,0.000000
0.846710,0.000000
0.999969,0.000000
0.846710,0.000000
0.433899,0.000000
-0.111969,0.000000
-0.623505,0.000000
-0.943878,0.000000
-0.974915,0.000000
-0.707092,0.000000
-0.222534,0.000000
0.330292,0.000000
0.781830,0.000000
0.993713,0.000000
0.900970,0.000000
0.532043,0.000000
0.000000,0.000000
-0.532043,0.000000
-0.900970,0.000000
-0.993713,0.000000
-0.781830,0.000000
-0.330292,0.000000
0.222534,0.000000
0.707092,0.000000
0.974915,0.000000
0.943878,0.000000
0.623505,0.000000
0.111969,0.000000
-0.433899,0.000000
-0.846710,0.000000
-1.000000,0.000000
-0.846710,0.000000
-0.433899,0.000000
0.111969,0.000000
0.623505,0.000000
0.943878,0.000000
0.974915,0.000000
0.707092,0.000000
0.222534,0.000000
-0.330292,0.000000
-0.781830,0.000000
-0.993713,0.000000
-0.900970,0.000000
-0.532043,0.000000
0.000000,0.000000
0.532043,0.000000
0.900970,0.000000
0.993713,0.000000
0.781830,0.000000
0.330292,0.000000
-0.222534,0.000000
-0.707092,0.000000
-0.974915,0.000000
-0.943878,0.000000
-0.623505,0.000000
-0.111969,0.000000
0.433899,0.000000
0.846710,0.000000
0.999969,0.000000
0.846710,0.000000
0.433899,0.000000
-0.111969,0.000000
-0.623505,0.000000
-0.943878,0.000000
-0.974915,0.000000
-0.707092,0.000000
-0.222534,0.000000
0.330292,0.000000
0.781830,0.000000
0.993713,0.000000
0.900970,0.000000
0.532043,0.000000
0.000000,0.000000
-0.532043,0.000000
-0.900970,0.000000
-0.993713,0.000000
-0.781830,0.000000
-0.330292,0.000000
0.222534,0.000000
0.707092,0.000000
0.974915,0.000000
0.943878,0.000000
0.623505,0.000000
0.111969,0.000000
-0.433899,0.000000
-0.846710,0.000000
-1.000000,0.000000
-0.846710,0.000000
-0.433899,0.000000
0.111969,0.000000
0.623505,0.000000
